epoch,time,memory,val_loss,jaccard,f1,train_loss
1,2.7903802394866943,0,2.6490888595581055,4.970425655261013e-13,1.0,2.9253318309783936
2,3.5039522647857666,0,2.696658134460449,1.9929455221529002e-12,1.0,2.941495520727975
3,4.199024200439453,0,2.670464277267456,0.010677307844161987,1.0,2.928023065839495
4,4.952054023742676,0,2.6993463039398193,0.018658893182873726,1.0,2.885697705405099
